domain,intent,utterance
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me  o que aconteceu hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me  o que aconteceu hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me  o que aconteceu nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me  o que aconteceu nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me  o que aconteceu nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre eventos históricos nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conta-me sobre o que aconteceu nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  eventos históricos nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me  o que aconteceu nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre eventos históricos nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","conte-me sobre o que aconteceu nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  eventos históricos nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me  o que aconteceu nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre eventos históricos nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu em esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu em esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu em esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu em {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu em {date} da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu em {date} na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu esta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu hoje"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu hoje da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu hoje na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu nesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu nesta data da história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","diz-me sobre o que aconteceu nesta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","esta data na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","este dia na história"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","hoje na história"
ovos-skill-ddg.openvoiceos,"search_wolfie.intent","pergunta ao pato {query}"
ovos-skill-ddg.openvoiceos,"education.intent","onde estudou {query}"
ovos-skill-ddg.openvoiceos,"education.intent","onde obteve {query} a  educação"
ovos-skill-ddg.openvoiceos,"education.intent","onde obteve {query} a sua educação"
ovos-skill-ddg.openvoiceos,"birthdate.intent","quando nasceu {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","quando é o aniversário da {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","quando é o aniversário de {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","quando é o aniversário do {query}"
ovos-skill-ddg.openvoiceos,"birthdate.intent","quando é que {query} faz anos"
ovos-skill-ddg.openvoiceos,"who.intent","Quem é  {query}"
ovos-skill-ddg.openvoiceos,"who.intent","Quem é que é {query}"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","quantos anos tinha {query} a data da morte"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","quantos anos tinha {query} na sua morte"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","quantos anos tinha {query} quando morreu"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","quantos anos tinha {query} no dia em que morreu"
ovos-skill-ddg.openvoiceos,"search_duck.intent","pergunta ao duck duck go sobre {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","pergunta ao pato sobre {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","procura no duck duck go sobre {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","procura no pato sobre {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","pesquisa no duck duck go {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","procura no duck duck go {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","Procura no pato {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","o que diz o duck duck go sobre {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","o que diz o pato sobre {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","pergunta ao pato {query}"
ovos-skill-ddg.openvoiceos,"died.intent","data da morte da {query}"
ovos-skill-ddg.openvoiceos,"died.intent","data da morte de {query}"
ovos-skill-ddg.openvoiceos,"died.intent","data da morte do {query}"
ovos-skill-ddg.openvoiceos,"died.intent","dia da morte da {query}"
ovos-skill-ddg.openvoiceos,"died.intent","dia da morte de {query}"
ovos-skill-ddg.openvoiceos,"died.intent","dia da morte do {query}"
ovos-skill-ddg.openvoiceos,"died.intent","quando foi a morte de {query}"
ovos-skill-ddg.openvoiceos,"died.intent","quando morreu  {query}"
ovos-skill-ddg.openvoiceos,"died.intent","quando morreu a {query}"
ovos-skill-ddg.openvoiceos,"died.intent","quando morreu o {query}"
ovos-skill-ddg.openvoiceos,"known_for.intent","pelo que é {query} conhecida"
ovos-skill-ddg.openvoiceos,"known_for.intent","pelo que é {query} conhecido"
ovos-skill-ddg.openvoiceos,"children.intent","quantos filhos tem {query}"
ovos-skill-ddg.openvoiceos,"children.intent","quantos filhos teve {query}"
ovos-skill-ddg.openvoiceos,"children.intent","quantos filhos tinha {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","o que wiki how  pensa sobre {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","o que wiki how diz  sobre {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","o que wikihow  pensa sobre {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","o que wikihow diz  sobre {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","pesquisar wiki how  {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","pesquisar wiki how como é que {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","pesquisar wikihow  {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","pesquisar wikihow como é que {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","explica as como {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","explica as como é que {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","explica as etapas para {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","explicar como {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","explicar como é que {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","explicar etapas para {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","explicar passo a passo  {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","explicar passo a passo como é que {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","passo a passo  {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","passo a passo como é que {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","como   faço para {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","como é que  faço para {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","como  posso {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","como é que posso {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","como  {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","como é que {query}"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","abrir wiki aleatória"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","abrir wiki roleta"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","abrir wikipedia aleatória"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","abrir wikipedia roleta"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","jogar wiki roleta"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","jogar wikipedia roleta"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","mostrar wiki aleatória"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","mostrar wiki roleta"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","mostrar wikipedia aleatória"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","mostrar wikipedia roleta"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","página wiki aleatória"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","página wikipedia aleatória"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","wiki aleatória"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","wiki roleta"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","wikipedia aleatória"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","wikipedia roleta"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","o que diz  wiki sobre {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","o que diz  wikipedia sobre {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","o que diz a wiki sobre {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","o que diz a wikipedia sobre {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","procura wiki por {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","procura wiki sobre {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","procura wikipedia por {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","procura wikipedia sobre {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","procurar wiki por {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","procurar wiki sobre {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","procurar wikipedia por {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","procurar wikipedia sobre {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","wiki {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","wikipedia {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","pergunta ao lobo {query}"
ovos-skill-wordnet.openvoiceos,"holonym.intent","qual é o holônimo de {query}"
ovos-skill-wordnet.openvoiceos,"lemma.intent","qual é o sinónimo de {query}"
ovos-skill-wordnet.openvoiceos,"search_wordnet.intent","o que diz a wordnet sobre {query}"
ovos-skill-wordnet.openvoiceos,"search_wordnet.intent","o que diz o wordnet sobre {query}"
ovos-skill-wordnet.openvoiceos,"antonym.intent","qual é o antônimo de {query}"
ovos-skill-wordnet.openvoiceos,"antonym.intent","qual é um antônimo de {query}"
ovos-skill-wordnet.openvoiceos,"definition.intent","define {query}"
ovos-skill-wordnet.openvoiceos,"definition.intent","qual é a definição de {query}"
ovos-skill-wordnet.openvoiceos,"definition.intent","o que é  {query}"
ovos-skill-wordnet.openvoiceos,"definition.intent","o que é um {query}"
ovos-skill-wordnet.openvoiceos,"definition.intent","o que é uma {query}"
ovos-skill-wordnet.openvoiceos,"hypernym.intent","qual é o hiperônimo de {query}"
ovos-skill-wordnet.openvoiceos,"hyponym.intent","qual é o hipônimo de {query}"
