domain,intent,utterance
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va succeir en {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  va succeir en {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir amb data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir amb data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir amb data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir el {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir el {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir el {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir en data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir en data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir en data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir en {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir en {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm  van succeir en {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passaren hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics passà hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren amb data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren amb data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren amb data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren el {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren el {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren el {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren en data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren en data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren en data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren en {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren en {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeiren en {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí amb data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí amb data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí amb data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí el {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí el {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí el {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí en data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí en data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí en data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí en {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí en {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics succeí en {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir amb data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir amb data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir amb data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir el {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir el {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir el {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir en data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir en data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir en data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir en {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir en {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics va succeir en {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van passar hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir amb data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir amb data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir amb data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir el {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir el {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir el {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir en data {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir en data {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir en data {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir en {date}"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir en {date} a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm esdeveniments històrics van succeir en {date} en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren este dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren este dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren hui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren hui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passaren hui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà aquest dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà aquest dia a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà aquest dia en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà avui"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà avui a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà avui en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en aquesta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en aquesta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en aquesta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en esta data"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en esta data a la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà en esta data en la història"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà este dia"
ovos-skill-days-in-history.openvoiceos,"today_in_history.intent","explica'm fets històrics passà este dia a la història"
