domain,intent,utterance
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich ein termin verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich ein termin versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich ein termine verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich ein termine versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine alarm verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine alarm versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine alarme verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine alarme versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine ereignis verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine ereignis versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine ereignisse verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine ereignisse versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine erinnerung verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine erinnerung versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine erinnerungen verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine erinnerungen versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine termin verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine termin versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine termine verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich eine termine versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen alarm verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen alarm versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen alarme verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen alarme versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen ereignis verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen ereignis versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen ereignisse verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen ereignisse versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen erinnerung verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen erinnerung versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen erinnerungen verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen erinnerungen versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen termin verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen termin versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen termine verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich einen termine versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich ereignis verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich ereignis versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich ereignisse verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich ereignisse versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich erinnerung verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich erinnerung versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich erinnerungen verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich erinnerungen versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich termin verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich termin versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich termine verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","habe ich termine versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir alarm verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir alarm versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir alarme verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir alarme versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein alarm verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein alarm versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein alarme verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein alarme versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein ereignis verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein ereignis versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein ereignisse verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein ereignisse versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein erinnerung verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein erinnerung versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein erinnerungen verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein erinnerungen versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein termin verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein termin versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein termine verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ein termine versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine alarm verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine alarm versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine alarme verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine alarme versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine ereignis verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine ereignis versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine ereignisse verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine ereignisse versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine erinnerung verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine erinnerung versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine erinnerungen verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine erinnerungen versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine termin verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine termin versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine termine verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir eine termine versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen alarm verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen alarm versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen alarme verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen alarme versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen ereignis verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen ereignis versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen ereignisse verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen ereignisse versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen erinnerung verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen erinnerung versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen erinnerungen verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen erinnerungen versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen termin verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen termin versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen termine verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir einen termine versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ereignis verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ereignis versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ereignisse verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir ereignisse versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir erinnerung verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir erinnerung versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir erinnerungen verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir erinnerungen versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir termin verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir termin versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir termine verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","haben wir termine versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche alarme hab ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche alarme hab ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche alarme habe ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche alarme habe ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche alarme haben wir verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche alarme haben wir versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche ereignisse hab ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche ereignisse hab ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche ereignisse habe ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche ereignisse habe ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche ereignisse haben wir verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche ereignisse haben wir versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerung hab ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerung hab ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerung habe ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerung habe ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerung haben wir verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerung haben wir versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerungen hab ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerungen hab ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerungen habe ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerungen habe ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerungen haben wir verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche erinnerungen haben wir versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche termine hab ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche termine hab ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche termine habe ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche termine habe ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche termine haben wir verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welche termine haben wir versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen alarm hab ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen alarm hab ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen alarm habe ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen alarm habe ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen alarm haben wir verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen alarm haben wir versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen termin hab ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen termin hab ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen termin habe ich verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen termin habe ich versäumt"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen termin haben wir verpasst"
ovos-skill-alerts.openvoiceos,"missed_alerts.intent","welchen termin haben wir versäumt"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audio aufnehmen"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audio aufzeichnen"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audio aufnehmen als {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufnahme aktivieren"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","aktiviere Audioaufnahme"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufnahme als {name} aktivieren"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","aktiviere Audioaufnahme als {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufnahme jetzt starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufnahme mit dem Namen {name} aktivieren"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","aktiviere Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufnahme starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufnahme starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","starte Audioaufnahme"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufnahme unter dem Titel {name} aktivieren"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","aktiviere Audioaufnahme unter dem Titel {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufzeichnung mit dem Namen {name} starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufzeichnung starten {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufzeichnungsvorgang als {name} starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Audioaufzeichnungsvorgang mit dem Namen {name} starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme initialisieren"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme jetzt starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme mit dem Namen {name} erstellen"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","erstelle Aufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme mit dem Namen {name} starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme mit dem Titel {name} initialisieren"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte Aufnahme"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme unter dem Namen {name} starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme {name} starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahmesitzung starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","starte Aufnahme Session"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufzeichnung mit dem Namen {name} starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufzeichnungssitzung mit dem Namen {name} starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginn der Aufzeichnung mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne bitte mit der Aufnahme"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne bitte mit der Aufnahme als {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne bitte mit der Aufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne jetzt mit der Aufnahme als {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne jetzt mit der Aufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne mit der Audioaufnahme als {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne mit der Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne mit der Audioaufnahme mit dem Titel {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne sofort mit der Aufnahme"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginne sofort mit der Aufnahme als {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Beginnen Sie mit der Aufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Jetzt Audio aufnehmen"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Mit der Aufnahme fortfahren"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Aufnahme fortsetzen"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Nehme eine neue Audiodatei mit dem Namen {name} auf"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Nehme jetzt Audio mit dem Namen {name} auf"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Richte eine neue Aufnahme mit dem Namen {name} ein."
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte  eine neue Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte bitte die Audioaufnahme"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte bitte die Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte den Audioaufnahmevorgang"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte den Audioaufzeichnungsvorgang mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte die Audioaufnahme bitte als {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte eine Audioaufnahme"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte eine Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte eine Aufnahme"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte eine neue Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte jetzt die Audioaufnahme als {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","Starte jetzt die Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","beginne Audioaufnahme  {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","beginne Aufzeichnung {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","eine neue Audioaufnahme starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","eine neue Audiodatei aufnehmen"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","eine neue Aufnahme starten"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","initiiere eine Audioaufnahme mit dem Namen {name}"
ovos-skill-audio-recording.openvoiceos,"start_recording.intent","initiiere eine Audioaufzeichnung mit dem Namen {name}"
