domain,intent,utterance
ovos-skill-ddg.openvoiceos,"birthdate.intent","hvornår blev {query} født"
ovos-skill-ddg.openvoiceos,"education.intent","hvor fik {query} hendes uddannelse"
ovos-skill-ddg.openvoiceos,"education.intent","hvor fik {query} sin uddannelse"
ovos-skill-ddg.openvoiceos,"education.intent","hvor studerede {query}"
ovos-skill-ddg.openvoiceos,"known_for.intent","hvad er {query} berømt for"
ovos-skill-ddg.openvoiceos,"known_for.intent","hvad er {query} kendt for"
ovos-skill-ddg.openvoiceos,"born.intent","hvornår blev {query} født"
ovos-skill-ddg.openvoiceos,"born.intent","hvornår er {query} fødselsdag"
ovos-skill-ddg.openvoiceos,"born.intent","{query} dag for fødsel"
ovos-skill-ddg.openvoiceos,"born.intent","{query} dato for fødsel"
ovos-skill-ddg.openvoiceos,"search_duck.intent","hvad siger duck duck go om {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","hvad siger duck duck om {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","spørg duck duck om {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","søg duck duck efter {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","søg duck duck go efter {query}"
ovos-skill-ddg.openvoiceos,"search_duck.intent","søg i duck duck efter {query}"
ovos-skill-ddg.openvoiceos,"thesis.intent","hvad er {query} specialeemne"
ovos-skill-ddg.openvoiceos,"children.intent","hvor mange børn har {query} har"
ovos-skill-ddg.openvoiceos,"who.intent","hvem er {query}"
ovos-skill-ddg.openvoiceos,"resting_place.intent","hvor er {query} hvilested"
ovos-skill-ddg.openvoiceos,"resting_place.intent","hvor ligger {query} begravet"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","hvor gammel var {query} den dag han døde"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","hvor gammel var {query} den dag hun døde"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","hvor gammel var {query} ved hans død"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","hvor gammel var {query} ​​da han døde"
ovos-skill-ddg.openvoiceos,"age_at_death.intent","hvor gammel var {query} ​​da hun døde"
ovos-skill-ddg.openvoiceos,"died.intent","hvornår døde {query}"
ovos-skill-ddg.openvoiceos,"died.intent","hvornår var {query} død"
ovos-skill-ddg.openvoiceos,"died.intent","{query} dag for død"
ovos-skill-ddg.openvoiceos,"died.intent","{query} dato for død"
ovos-skill-ddg.openvoiceos,"alma_mater.intent","hvad er {query} alma mater"
ovos-skill-ddg.openvoiceos,"fields.intent","hvad er {query} ekspertiseområde"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","hvad gør wiki how  om {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","hvad gør wikihow  om {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","hvad mener wiki how  om {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","hvad mener wikihow  om {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","hvad siger wiki how  om {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","hvad siger wikihow  om {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","hvad synes wiki how  om {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","hvad synes wikihow  om {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","søg wiki how  {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","søg wiki how efter {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","søg wiki how for {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","søg wikihow  {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","søg wikihow efter {query}"
ovos-skill-wikihow.openvoiceos,"wikihow.intent","søg wikihow for {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","forklar trin for trin {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","trin for trin {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","hvordan kan jeg {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","hvordan {query}"
ovos-skill-wikihow.openvoiceos,"howto.intent","hvordan {query} jeg"
ovos-skill-wikihow.openvoiceos,"howto.intent","trin for {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","hvad siger wiki om {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","hvad siger wikipedia om {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","søg wiki for {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","søg wikipedia for {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","tjek wiki for {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","tjek wikipedia for {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","wiki {query}"
ovos-skill-wikipedia.openvoiceos,"wiki.intent","wikipedia {query}"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","spil wiki roulette"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","spil wikipedia roulette"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","tilfældig wiki"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","tilfældig wiki side"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","tilfældig wikipedia"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","tilfældig wikipedia side"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","vis tilfældig wiki"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","vis tilfældig wikipedia"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","wiki roulette"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","wikipedia roulette"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","åben tilfældig wiki"
ovos-skill-wikipedia.openvoiceos,"wikiroulette.intent","åben tilfældig wikipedia"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","hvad siger ulven om {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","hvad siger wolfram alpha om {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","hvad siger wolfram om {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","spørg ulven {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","spørg wolfram alpha om {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","spørg wolframen om {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","søg i ulven efter {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","søg i wolfram alpha efter {query}"
ovos-skill-wolfie.openvoiceos,"search_wolfie.intent","søg i wolfram efter {query}"
ovos-skill-wordnet.openvoiceos,"definition.intent","hvad er definitionen af ​​{query}"
ovos-skill-wordnet.openvoiceos,"definition.intent","hvad er en {forespørgsel}"
ovos-skill-wordnet.openvoiceos,"search_wordnet.intent","hvad siger word net om {query}"
ovos-skill-wordnet.openvoiceos,"search_wordnet.intent","hvad siger wordnet om {query}"
ovos-skill-wordnet.openvoiceos,"search_wordnet.intent","spørg word net om {query}"
ovos-skill-wordnet.openvoiceos,"search_wordnet.intent","spørg wordnet om {query}"
ovos-skill-wordnet.openvoiceos,"search_wordnet.intent","søg i wordnet efter {query}"
ovos-skill-wordnet.openvoiceos,"search_wordnet.intent","søgeord net for {query}"
ovos-skill-wordnet.openvoiceos,"holonym.intent","hvad er et holonym til {query}"
ovos-skill-wordnet.openvoiceos,"holonym.intent","hvad er holonymerne for {query}"
ovos-skill-wordnet.openvoiceos,"holonym.intent","hvad er holonymet til {query}"
ovos-skill-wordnet.openvoiceos,"antonym.intent","hvad er antonymerne til {query}"
ovos-skill-wordnet.openvoiceos,"antonym.intent","hvad er antonymet til {query}"
ovos-skill-wordnet.openvoiceos,"antonym.intent","hvad er et antonym til {query}"
ovos-skill-wordnet.openvoiceos,"hyponym.intent","hvad er et hyponym af {query}"
ovos-skill-wordnet.openvoiceos,"hyponym.intent","hvad er hyponymer af {query}"
ovos-skill-wordnet.openvoiceos,"hyponym.intent","hvad er hyponymet for {forespørgsel}"
ovos-skill-wordnet.openvoiceos,"lemma.intent","hvad er et lemma for {query}"
ovos-skill-wordnet.openvoiceos,"lemma.intent","hvad er lemmaerne i {query}"
ovos-skill-wordnet.openvoiceos,"lemma.intent","hvad er lemmaet for {query}"
ovos-skill-wordnet.openvoiceos,"hypernym.intent","hvad er et hypernym af {query}"
ovos-skill-wordnet.openvoiceos,"hypernym.intent","hvad er hypernym af {forespørgsel}"
ovos-skill-wordnet.openvoiceos,"hypernym.intent","hvad er hypernymerne for {query}"
